input_point_idx,input_valence,input_arousal,File,Char,earthy,airy,bright,dull,distorted,clear,balanced,unbalanced,alarming,soothing,close,far,falling,rising,awful,nice,boring,exciting,dangerous,safe,fast,slow,electronic,acoustic,assertive,easygoing,cheerful,gloomy,artificial,natural,energetic,lethargic,aggressive,peaceful,hard,soft,encouraging,discouraging,dynamic,static,distressing,reassuring,digital,analogue,descending,ascending,desolate,populous,dry,wet,clean,dirty,funny,serious,cold,hot,fearful,brave,chaotic,orderly,closed,open,comfortable,uncomfortable,empty,full,grainy,smooth,blunt,sharp,compressed,expanded
14,-0.4654896304346750,0.45104925777116400,1,A,0.5580304261821520,0.44196957381784800,0.4903507393075840,0.5096492606924160,0.6321114728002400,0.3678885271997610,0.34287121413765,0.6571287858623500,0.6303638851371160,0.3696361148628840,0.4898147173446970,0.5101852826553030,0.6381981309680040,0.3618018690319960,0.6306722687339410,0.36932773126605900,0.5391407385530730,0.46085926144692700,0.6029856205413710,0.3970143794586290,0.5812626287514770,0.418737371248523,0.4989622020427240,0.5010377979572760,0.5364086123490370,0.46359138765096300,0.40853402863195800,0.5914659713680420,0.6147250598877570,0.3852749401122430,0.47271554735830400,0.527284452641696,0.6467358193178450,0.3532641806821550,0.696347353431763,0.303652646568237,0.41933861463686000,0.58066138536314,0.5049264038636130,0.4950735961363870,0.6364174575695550,0.3635825424304450,0.48126966560768700,0.5187303343923130,0.5907759706717300,0.40922402932827000,0.4511058602647,0.5488941397353000,0.4381318942733720,0.5618681057266280,0.3797803037965690,0.6202196962034310,0.4246567603795250,0.5753432396204750,0.505804437094801,0.49419556290519900,0.5706142775603800,0.4293857224396200,0.6434627809411380,0.35653721905886200,0.46676519127566300,0.533234808724337,0.3189162616030450,0.6810837383969560,0.5068602355191320,0.49313976448086900,0.5946491684044470,0.4053508315955530,0.4837228582861670,0.5162771417138330,0.5658527425337090,0.43414725746629100
16,-0.6146869914907570,0.6476062651741060,2,B,0.5469327265664590,0.45306727343354100,0.4890168158812880,0.5109831841187120,0.621944634350075,0.378055365649925,0.3602777081542250,0.6397222918457750,0.6923441548402140,0.3076558451597860,0.4898888833303190,0.5101111166696810,0.6439201409436720,0.3560798590563290,0.676219159250826,0.32378084074917400,0.5319700060126290,0.4680299939873710,0.6598921103983560,0.3401078896016440,0.5770554373460230,0.4229445626539780,0.49959803532235400,0.5004019646776460,0.5333188411221050,0.46668115887789500,0.40968833555768600,0.5903116644423140,0.6061843301337870,0.3938156698662130,0.4828552958653230,0.5171447041346780,0.703418051362833,0.2965819486371670,0.6733277603965550,0.3266722396034450,0.42143724885978500,0.5785627511402150,0.5110321028082320,0.4889678971917680,0.676034253377562,0.32396574662243800,0.48414951433933900,0.5158504856606610,0.5820313472056710,0.41796865279432900,0.4653448337203430,0.5346551662796570,0.4467186213351580,0.5532813786648420,0.38032008586230300,0.6196799141376970,0.43826372510548700,0.5617362748945130,0.4941139272587820,0.5058860727412180,0.5721273803260600,0.42787261967394000,0.7029005269594220,0.2970994730405780,0.47442816905414,0.52557183094586,0.3242224305327810,0.6757775694672190,0.5128041641534230,0.48719583584657700,0.5876579962540270,0.41234200374597300,0.4918576722816150,0.5081423277183850,0.5598020677660770,0.44019793223392300
15,-0.47299817009725600,0.4966652273334560,3,C,0.5533425604546860,0.4466574395453140,0.49297185703005800,0.5070281429699420,0.6278685484140370,0.37213145158596300,0.3476119125552960,0.6523880874447040,0.6424321160644800,0.35756788393552000,0.4899953514340050,0.5100046485659950,0.6389998835448210,0.3610001164551790,0.6360019713278530,0.36399802867214700,0.5341827880539310,0.46581721194606900,0.6110763199066720,0.38892368009332800,0.5838574603078790,0.4161425396921220,0.49939582162669100,0.5006041783733100,0.5361114811838590,0.46388851881614100,0.4123660082779860,0.5876339917220140,0.6116622313800740,0.3883377686199260,0.47861362180615800,0.5213863781938420,0.6562378948126440,0.34376210518735600,0.6931503339839100,0.3068496660160900,0.4233922494759650,0.5766077505240360,0.5099377529137380,0.49006224708626200,0.6413104549644790,0.35868954503552100,0.4825298577608910,0.5174701422391090,0.585435451145051,0.41456454885494900,0.44981818934486100,0.5501818106551390,0.43947924055405200,0.560520759445948,0.38217741121162100,0.6178225887883790,0.4285932788856860,0.5714067211143140,0.4992019112476900,0.5007980887523110,0.5664207608765810,0.43357923912341900,0.6521406250009880,0.34785937499901200,0.4658775959925740,0.5341224040074260,0.3219749031850050,0.6780250968149950,0.506442847443711,0.4935571525562890,0.5920370212113130,0.40796297878868700,0.48685431444373600,0.5131456855562640,0.5626802851048390,0.4373197148951610
13,0.003071670829170930,-0.1054042069262990,4,D,0.5736400966041800,0.42635990339582000,0.5142377834424740,0.4857622165575260,0.5345543543422260,0.4654456456577740,0.4654261582219000,0.5345738417781000,0.4349128571826660,0.5650871428173340,0.5012007033472980,0.49879929665270300,0.46763985483934900,0.5323601451606510,0.4679484044352810,0.5320515955647190,0.5465229467982650,0.4534770532017360,0.43632905096526800,0.5636709490347320,0.5509235900531540,0.4490764099468460,0.4828882375553300,0.5171117624446700,0.5454210848969310,0.4545789151030690,0.4675127235633830,0.5324872764366170,0.5821108372117290,0.4178891627882710,0.4491550806258740,0.5508449193741260,0.4791151900684030,0.5208848099315970,0.5130062358244590,0.4869937641755410,0.49593449609458300,0.5040655039054180,0.4724454519938360,0.5275545480061640,0.46029057402381900,0.5397094259761810,0.4631042688367440,0.5368957311632560,0.5279843748570150,0.4720156251429850,0.42698950787267900,0.5730104921273210,0.4334642949069280,0.5665357050930720,0.47781718941265700,0.522182810587343,0.3490471844797050,0.6509528155202950,0.5408366197939210,0.4591633802060790,0.5085141710314520,0.4914858289685480,0.460202768937367,0.5397972310626330,0.4129349866921700,0.5870650133078300,0.45751336122070200,0.5424866387792980,0.44065535536176300,0.5593446446382370,0.5757064917901400,0.42429350820986000,0.46607179774736400,0.5339282022526360,0.526246387220134,0.473753612779866
12,-0.6214765303260550,0.5227607615954230,5,E,0.5586186448501440,0.44138135514985600,0.47951959752838000,0.5204804024716190,0.6341771501687540,0.3658228498312460,0.35040142584230200,0.6495985741576980,0.6609983736191810,0.3390016263808200,0.48909322892352500,0.5109067710764750,0.6643519327101120,0.3356480672898890,0.6744872445467330,0.32551275545326700,0.5470460240453140,0.45295397595468600,0.6425454541845330,0.3574545458154670,0.5687036686804210,0.4312963313195790,0.49852086344489700,0.501479136555103,0.5336400412298680,0.46635995877013200,0.39490186857671700,0.6050981314232830,0.6144879395543790,0.38551206044562100,0.46579686501657500,0.5342031349834250,0.6793714130681270,0.32062858693187300,0.6779965189430890,0.3220034810569110,0.4064512559516600,0.5935487440483400,0.49702231451382,0.50297768548618,0.678720796074284,0.3212792039257160,0.4809348776814330,0.5190651223185670,0.5984214309688820,0.40157856903111800,0.47406063320383200,0.5259393667961680,0.4450664478394360,0.5549335521605640,0.3697408018745830,0.6302591981254170,0.429399007704562,0.570600992295438,0.5075808134244410,0.4924191865755590,0.5896193542722490,0.4103806457277510,0.6855174182781260,0.3144825817218740,0.4798888725425600,0.5201111274574400,0.3099933271033550,0.6900066728966450,0.5167806918550580,0.4832193081449420,0.5947856716988260,0.40521432830117500,0.4856790640032290,0.5143209359967710,0.5687025429116780,0.43129745708832200
10,-0.42977194060764600,0.4802706419224500,6,F,0.55205052908907,0.4479494709109300,0.4967937607328730,0.5032062392671280,0.6254445474547620,0.3745554525452380,0.3474118478872190,0.6525881521127810,0.6329454075287090,0.3670545924712920,0.4903075662947210,0.5096924337052790,0.6267647393525910,0.3732352606474090,0.6242010023984710,0.37579899760152900,0.5309145273622810,0.46908547263771900,0.6004120995815080,0.3995879004184920,0.5881688336784540,0.4118311663215460,0.4996443151109450,0.500355684889055,0.5369177658044320,0.46308223419556800,0.4174937868854220,0.5825062131145780,0.6108055147243600,0.3891944852756400,0.4816912924384820,0.5183087075615180,0.6471400640811540,0.3528599359188460,0.6972464770698320,0.30275352293016900,0.4287158012742220,0.5712841987257780,0.5132906319352430,0.4867093680647570,0.6298717375484590,0.37012826245154100,0.4829064803165990,0.5170935196834010,0.5813036663256080,0.4186963336743920,0.4423141167267150,0.5576858832732850,0.4377951245282680,0.5622048754717320,0.38626470295433400,0.613735297045666,0.42784278015310000,0.5721572198469000,0.4969456400536380,0.5030543599463620,0.5596138279111130,0.4403861720888870,0.6407301607748020,0.35926983922519800,0.46157539797556700,0.5384246020244330,0.32700769574436400,0.6729923042556370,0.5032455289225320,0.4967544710774680,0.5912592303847680,0.408740769615232,0.48685905180041400,0.5131409481995860,0.5608351246399830,0.43916487536001700
11,-0.5561781832521490,0.5548759647955850,7,G,0.5523568613238940,0.44764313867610600,0.4883079479666880,0.5116920520333120,0.6278214689185670,0.37217853108143300,0.35233959205436700,0.6476604079456330,0.6655000651119080,0.3344999348880920,0.489692412074681,0.5103075879253190,0.6517175868392750,0.34828241316072500,0.6600239091984590,0.3399760908015410,0.5364952669599520,0.46350473304004800,0.6354030204358490,0.3645969795641510,0.5779990391253250,0.4220009608746760,0.4992634351231780,0.5007365648768220,0.5345495113026700,0.46545048869733000,0.4068600817617710,0.5931399182382290,0.610615768837987,0.38938423116201300,0.4770994934833570,0.5229005065166430,0.6782372636135790,0.3217627363864210,0.6828518991891740,0.3171481008108260,0.4181336297459840,0.5818663702540160,0.507348709145739,0.49265129085426100,0.6637033473287950,0.3362966526712060,0.4827224719544110,0.5172775280455900,0.587803483635386,0.412196516364614,0.4612643184195680,0.538735681580432,0.4433313081462240,0.5566686918537760,0.3779783302907180,0.622021669709282,0.43226277137677900,0.5677372286232210,0.49910459561255200,0.5008954043874480,0.5744619710123460,0.4255380289876540,0.6781205631162670,0.3218794368837330,0.4723378278426760,0.5276621721573240,0.31852370716096000,0.68147629283904,0.511302292843224,0.488697707156776,0.5912996914691460,0.40870030853085400,0.48851949109776600,0.5114805089022340,0.5632756416246420,0.4367243583753580
9,-0.5727299534535050,0.10068801381137300,8,H,0.606191661859256,0.3938083381407440,0.4416443516265120,0.5583556483734880,0.6835621553529680,0.31643784464703200,0.34033845428154800,0.6596615457184520,0.5565977058009720,0.44340229419902800,0.4857608186792020,0.5142391813207980,0.6093261262000610,0.3906738737999390,0.6106435557840910,0.3893564442159090,0.6045750662171410,0.3954249337828590,0.5671998516132200,0.43280014838678000,0.5260767000196610,0.4739232999803390,0.49342645725551500,0.5065735427444850,0.532915144529509,0.467084855470491,0.3449928947810990,0.6550071052189010,0.6486350006835620,0.35136499931643800,0.3998921232879310,0.6001078767120690,0.5924497927047740,0.4075502072952260,0.6303076854389940,0.3696923145610060,0.34845233224110900,0.651547667758891,0.43646131046314900,0.5635386895368510,0.6132298534589150,0.38677014654108500,0.4675507113010530,0.532449288698947,0.6675206638789300,0.3324793361210700,0.5195484244651270,0.48045157553487300,0.4408552536765100,0.5591447463234910,0.33258531262333800,0.6674146873766620,0.39917228948721100,0.6008277105127900,0.5658074671643690,0.43419253283563100,0.6407125404294500,0.35928745957055,0.5967613328890080,0.4032386671109920,0.5069918939835850,0.4930081060164160,0.3010278236588170,0.6989721763411830,0.5322366404026480,0.4677633595973520,0.6241910888963790,0.3758089111036210,0.4646967419974760,0.5353032580025240,0.6071517880938250,0.3928482119061750
8,-0.7802555877671150,0.39995104353625,9,I,0.5740362263170750,0.4259637736829250,0.4553420511381320,0.5446579488618680,0.6473423762356080,0.35265762376439200,0.35138401194299100,0.6486159880570090,0.6338472977446220,0.36615270225537900,0.48754930730933800,0.5124506926906620,0.6591158923915770,0.3408841076084230,0.6942139169239870,0.3057860830760130,0.5759837639923000,0.42401623600770000,0.6458787089115060,0.3541212910884940,0.5432754002919830,0.4567245997080170,0.4966595847264590,0.5033404152735410,0.5311318962277990,0.4688681037722010,0.362499795581769,0.6375002044182310,0.6238561067001550,0.3761438932998450,0.4349244769566510,0.5650755230433490,0.666115015650644,0.333884984349356,0.6581951394659070,0.3418048605340930,0.3763837238416450,0.6236162761583550,0.469377776042878,0.530622223957122,0.704100653438134,0.29589934656186600,0.47631520632339700,0.5236847936766030,0.6240411625960760,0.37595883740392400,0.5100312175246530,0.48996878247534700,0.45119594647692600,0.548804053523074,0.3483070548627810,0.6516929451372190,0.4224958695437070,0.5775041304562930,0.5266397209026380,0.47336027909736300,0.6306718262882060,0.36932817371179400,0.6786028654181680,0.3213971345818320,0.5009466655206980,0.4990533344793020,0.2952699148676260,0.7047300851323740,0.5321601916680360,0.46783980833196400,0.6035526757503140,0.3964473242496860,0.4795464228554570,0.5204535771445430,0.5820857038232490,0.41791429617675100
4,-0.620137882444139,0.643689075843245,10,J,0.5475337281781240,0.45246627182187600,0.4882655084438220,0.5117344915561780,0.6225323384341410,0.37746766156585900,0.3599887454665270,0.6400112545334730,0.6914154974561940,0.30858450254380600,0.4898394985314980,0.5101605014685020,0.6449305402859360,0.3550694597140640,0.6775558409018840,0.3224441590981160,0.5329307915941270,0.46706920840587400,0.6604207149645650,0.3395792850354350,0.5762991171595680,0.4237008828404320,0.49953271435798200,0.5004672856420180,0.5332622258986810,0.4667377741013190,0.408651914083245,0.5913480859167550,0.6065575552336880,0.39344244476631200,0.48181119971816500,0.5181888002818350,0.703311606161653,0.2966883938383470,0.6732215545335990,0.32677844546640000,0.42044259154197700,0.579557408458023,0.5101152512069590,0.48988474879304100,0.6773374898284780,0.32266251017152300,0.4839798344783680,0.5160201655216320,0.5829745991853680,0.4170254008146320,0.46631893321600500,0.5336810667839950,0.4468167929060790,0.5531832070939210,0.3796283905718830,0.6203716094281170,0.4379226254697750,0.5620773745302250,0.4948682341224190,0.5051317658775820,0.5734251402414830,0.42657485975851700,0.7037327602388750,0.2962672397611250,0.47501988204022900,0.5249801179597710,0.323501789101731,0.676498210898269,0.5132386641352940,0.486761335864706,0.5879910816836740,0.4120089183163260,0.4915621861395830,0.5084378138604170,0.5602927304930050,0.43970726950699500
